Student ID,Peer Review 1 Title,Peer Review 1 Filename,Peer Review 2 Title,Peer Review 2 Filename
6543821,Buying a House without Going Broke,081.mp4,Beating the Terminal Game,053.pdf
6503178,Learning to Play Backgammon Using Reinforcement Learning,073.pdf,Effect of Additional Information on Learning to Bid in First Price Auctions,224.pdf
6417059,Greedy Search for Optimal Soil Sample Analysis,152.mp4,Utility in Financial Markets,103.pdf
6442004,Reinforcement Learning Strategies for Love Letter,229.pdf,LQR Robust Servomechanism and Kalman-Bucy Filter For Quadrotor Control & State Estimation,128.pdf
6645730,Battery Temperature Control for Deep Space Missions,181.pdf,How to not lose your starship: Strategy Optimization for Corellian Spike,108.pdf
6651011,Using Deep Q-Learning to Improve Automated Train Systems,209.pdf,AITA Judge Twitch Streamer,035.mp4
6252144,Autonomous vehicle lane-keeping with model uncertainty: A reinforcement learning approach,135.mp4,Racing Optimization using Deep Reinforcement Learning,170.pdf
6662844,Reinforcement Learning for Autonomous Navigation of Subterranean Environments,054.pdf,"Is There an ""I"" in Team? An Exploration of Capture the Flag Reinforcement Learning Agents",182.pdf
6372373,Safe Lane Merging for Autonomous Cars on the Highway through Markov Decision Process,130.pdf,Using Q-Learning to Optimize Fantasy Premier League,143.pdf
6654701,Simple Reinforcement Learning for Space Mining Bots,069.pdf,Hanabi Heuristics and Hypotheses: Delving into Decision-Making Dynamics with Deep Q-Learning and Monte-Carlo Tree Search,186.pdf
6148611,A Julia Package for Calculating the Gittins Index,158.pdf,Deep Reinforcement Learning for In-Flight Calibration of a Lunar Lander,127.pdf
6654447,A Novel Reward Shaping Function for Single-Player Mahjong,140.pdf,Hit or Stand? Optimizing Blackjack Strategy,010.mp4
6496960,Decision Making in Quadcopter Navigation with The Effects of Wind,015.pdf,Navigation of free-flying spacecraft without attitude measurements,207.mov
9624712,Making a (Good) Pokemon 1v1 Battle Agent,072.mp4,Deep Reinforcement Learning In Pairs Trading,022.mov
6259314,Multiagent Coordination of Space Debris Cleanup under Uncertainty,188.pdf,Online Planning with Terrain Friction Estimation for Safe Rover Navigation,068.pdf
6659772,Fuel Efficient Autonomous Driving,037.pdf,"Applying Reinforcement Learning and Online Planning to the Game ”Regenwormen""",040.pdf
6344275,Evaluating Flood Risk for Evacuations: Decision Making with Bayesian Networks,025.mp4,Theseus and the Cyclops: Adventures in Navigation Using Monocular Depth Estimation,038.pdf
6338307,Optimal Policy for Uber/Lyft drivers in the Bay Area,002.pdf,Deep Double Q Network for Lunar Lander,062.mp4
6298441,Applying Q-Learning to Uno,117.pdf,Self-Driving School Bus for Stanford Campus,074.pdf
6662464,Mortal (Q)ombat: Training an AI agent with Reinforcement Learning to Play a Brawler Game,006.pdf,Bayesian Graphical and Deep Q-Learning Agents in Colonel Blotto Game,194.pdf
6455193,Q-Learning for Crypto Trading: A Time series Driven Approach,026.mp4,Applying Reinforcement Learning to Pac-Man,155.pdf
6255443,Deep Q-learning Network on Atari Game,075.pdf,Driving with Large Language Models,046.mp4
6283664,How do we walk? Controlling joint motor torque to achieve balanced movement,106.pdf,Modeling Teamfight Tactics as a POMDP,071.pdf
6504324,Travelling with (Un)certainty,051.pdf,Adaptive Water Supply Desalination Planning under Hydrological Uncertainty,148.pdf
6648735,POMDPoker,164.mp4,Playing Risk with Reinforcement Learning,142.mp4
5972233,Random Adaption to Trawler Problem for Ocean Search and Rescue,160.mp4,X's and O's: Optimization of Tic-Tac-Toe,056.pdf
6504259,Feel-Good Othello-Bot: Othello-Player Agent to Bring Satisfying Win for Human Player,088.pdf,Optimizing Cloud Computing Resource Allocation,123.pdf
6372241,"Blackjack: Are the ""Basic Strategies"" Sufficient?",045.pdf,CheatGPT: Evaluating Robustness of Language Model Detectors to Adversarial Prompting,217.pdf
6510162,Tic-Tac-Toe: An Unbeatable Foe,105.pdf,Solving the Taxi-v3 Problem Using Model-Free Reinforcement Learning,176.pdf
6443659,On Unstable Ground: Navigating Avalanche Terrain,211.pdf,"Is There an ""I"" in Team? An Exploration of Capture the Flag Reinforcement Learning Agents",182.pdf
6602985,Random Adaption to Trawler Problem for Ocean Search and Rescue,160.mp4,Measuring potential effects of an intelligent tutoring system,055.pdf
6259089,Tropical Reforestation,009.mp4,Cubo: Your Friendly Neighborhood Rolling Cube,126.pdf
6164187,Value Iteration applied to Orbital Debris Removal with a Satellite,005.pdf,Exploring Crop Irrigation Decisions Under Climate Uncertainty,146.pdf
6544192,Minesweeper: A Reinforcement Learning Approach,084.pdf,Playing Mancala via Reinforcement Learning,059.pdf
6329991,Reinforcement Learning for Optimal Policy in Texas Hold'em Game,173.pdf,Twenty-Twenty Learning: A 2048 solver powered by Deep Q-Networks,003.mp4
6380467,Towards Teaching a Human to Walk,083.mp4,Solving Wordle using Reinforcement Learning,121.pdf
6382329,Optimizing Cloud Computing Resource Allocation,123.pdf,Search and ResQ,042.mp4
6418413,8-bit Uber: Exploring the effects of uncertainty in the Taxi environment,131.pdf,Rapid Calibration of a Cellular-Resolution Bidirectional Neural Interface,189.pdf
6380704,Utility in Financial Markets,103.pdf,Implementing Q-learning to Obtain Control Policy for Residential Battery System,125.pdf
6376824,Safe Lane Merging for Autonomous Cars on the Highway through Markov Decision Process,130.pdf,Taxi Route Optimization using Reinforcement Learning,082.pdf
6499976,Localization and path finding of a known environment,020.pdf,Geometry Dash AI,109.mp4
6237765,Bulletproof AI: Reinforcement Learning for Collision Avoidance in Bullet Hell Games,097.pdf,Trajectory Optimization for Autonomous Parking Lot Cleaning using Q-Learning,029.pdf
6455699,Drag-based Reconfiguration of Spacecraft Formations Under Uncertainty,004.mp4,Improving Matches in Dynamic Organ Exchanges,145.pdf
6497895,Deep Reinforcement Learning for Stock Trading,078.pdf,Making a (Good) Pokemon 1v1 Battle Agent,072.mp4
6545014,A Julia Package for Calculating the Gittins Index,158.pdf,Determining an optimal screening policy for colorectal cancer,119.mp4
6496677,Decision-Making Algorithms for Winning Coinche,202.pdf,Adaptive Water Supply Desalination Planning under Hydrological Uncertainty,148.pdf
6259957,Evaluating Flood Risk for Evacuations: Decision Making with Bayesian Networks,025.mp4,An Attemped Agent for Playing Catan,111.pdf
6502405,Comparison of Online Planning and Reinforcement Learning for Oil Spill Containment,030.mp4,Playing Any Game: Using MCTS for General Game Playing,144.pdf
6655251,CheatGPT: Evaluating Robustness of Language Model Detectors to Adversarial Prompting,217.pdf,Simple Reinforcement Learning for Space Mining Bots,069.pdf
6065174,Energy Markets as an MDP,163.pdf,Q-Learning for Crypto Trading: A Time series Driven Approach,026.mp4
6640893,UAV Search and Rescue Optimization,151.pdf,Deep Q-learning Network on Atari Game,075.pdf
6545439,Reinforcement Learning for Robotic Arm Reach Problem,085.pdf,Cleaning the streets with RL,149.mp4
6421644,Learning to Swim in Turbulent Environments,086.mp4,Landing a Plane on Final Approach with Q-Learning,044.mp4
6654800,Blackjack with Card Counting,041.pdf,Cleaning Up with Q-Learning: Optimizing Roomba Navigation in Unknown Environments,139.mp4
6345332,Deep Reinforcement Learning for In-Flight Calibration of a Lunar Lander,127.pdf,Deep Double Q Network for Lunar Lander,062.mp4
6371396,Fantasy Ice Hockey Lineup Decisions with Q-Learning and SARSA,001.pdf,Scrabble Engine Based on MuZero,220.mp4
6662206,Value Iteration and Contraceptive Method Choice: Applying Algorithmic Decision Making to Women’s Health Practices,089.pdf,Automating Neural Network Model Architecture Discovery with Policy Search Methods,115.pdf
6642239,Helping and Hindering: Recursive Reasoning in a Multi-Agent MDP,197.pdf,Self-Driving School Bus for Stanford Campus,074.pdf
6650183,Using Q-learning for autonomous driving decision-making when brakes fail,231.mp4,Optimal Online Ad Allocation Under Uncertainty,063.pdf
6440784,AITA Judge Twitch Streamer,035.mp4,Building a Poker Agent,232.mp4
6733360,Optimal Drone Navigation with Stochastic Dynamics,052.pdf,Reinforcement Learning for Gin Rummy,077.pdf
